"Fap","type_employeur","Milliers","Pourcentage","libelle","code_domaine","libelle_domaine","code_fap_agregee","libelle_fap_agregee"
"T4Z","Etablissements de 10 à 50 salariés",166.19648,13.1647698038967,"Agents d'entretien","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z","Etablissements de 50 à 500 salariés",273.53698,21.6674346806448,"Agents d'entretien","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z","Etablissements de plus de 500 salariés",49.17936,3.89559967517342,"Agents d'entretien","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z","Etat, collectivités, hôpitaux publics",638.49146,50.5762401986728,"Agents d'entretien","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z","Non Renseigné",6.83827,0.541673628748892,"Agents d'entretien","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z","Particuliers",2.46259,0.195066889932795,"Agents d'entretien","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z","Taille inconnue, hors particulier, Etat",31.56653,2.50045067716115,"Agents d'entretien","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z60","Etablissements de moins de 10 salariés",77.54706,8.73744811795612,"Agents d'entretien de locaux","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z60","Etablissements de 10 à 50 salariés",109.26579,12.3112877676148,"Agents d'entretien de locaux","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z60","Etablissements de 50 à 500 salariés",151.08629,17.0233226148028,"Agents d'entretien de locaux","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z60","Etablissements de plus de 500 salariés",36.53214,4.11618026380252,"Agents d'entretien de locaux","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z60","Etat, collectivités, hôpitaux publics",478.62542,53.9280892813339,"Agents d'entretien de locaux","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z60","Non Renseigné",6.4571,0.727539847963991,"Agents d'entretien de locaux","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z60","Particuliers",1.80619,0.203508571648895,"Agents d'entretien de locaux","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z60","Taille inconnue, hors particulier, Etat",26.20528,2.95262353487693,"Agents d'entretien de locaux","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"J4Z","Etablissements de moins de 10 salariés",13.75499,13.1099153063591,"Agents d'exploitation des transports","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z","Etablissements de 10 à 50 salariés",23.37904,22.2826213864191,"Agents d'exploitation des transports","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z","Etablissements de 50 à 500 salariés",39.32641,37.4820995437403,"Agents d'exploitation des transports","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z","Etablissements de plus de 500 salariés",23.37974,22.2832885581666,"Agents d'exploitation des transports","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z","Etat, collectivités, hôpitaux publics",3.8805,3.6985142371115,"Agents d'exploitation des transports","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z","Non Renseigné",0.4514,0.430230466855336,"Agents d'exploitation des transports","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z","Particuliers",0,0,"Agents d'exploitation des transports","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z","Taille inconnue, hors particulier, Etat",0.74843,0.713330501348116,"Agents d'exploitation des transports","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z40","Etablissements de moins de 10 salariés",2.08485,12.0418845143508,"Agents d'exploitation des transports","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z40","Etablissements de 10 à 50 salariés",4.2032,24.2772616690502,"Agents d'exploitation des transports","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z40","Etablissements de 50 à 500 salariés",5.93686,34.2907079635795,"Agents d'exploitation des transports","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z40","Etablissements de plus de 500 salariés",3.7893,21.8866167782956,"Agents d'exploitation des transports","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z40","Etat, collectivités, hôpitaux publics",1.09314,6.31386701106431,"Agents d'exploitation des transports","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z40","Non Renseigné",0.04031,0.232826517386613,"Agents d'exploitation des transports","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z40","Particuliers",NA,NA,"Agents d'exploitation des transports","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"J4Z40","Taille inconnue, hors particulier, Etat",0.16566,0.956835546273043,"Agents d'exploitation des transports","J","Transports, logistique et tourisme","J4Z","Agents d'exploitation des transports"
"T3Z","Etablissements de moins de 10 salariés",37.71051,17.3678849628758,"Agents de gardiennage et de sécurité","T","Services aux particuliers et aux collectivités","T3Z","Agents de gardiennage et de sécurité"
"T3Z","Etablissements de 10 à 50 salariés",40.30811,18.5642309677314,"Agents de gardiennage et de sécurité","T","Services aux particuliers et aux collectivités","T3Z","Agents de gardiennage et de sécurité"
"T3Z","Etablissements de 50 à 500 salariés",73.25712,33.7391680163325,"Agents de gardiennage et de sécurité","T","Services aux particuliers et aux collectivités","T3Z","Agents de gardiennage et de sécurité"
"T3Z","Etablissements de plus de 500 salariés",24.37064,11.2240983214403,"Agents de gardiennage et de sécurité","T","Services aux particuliers et aux collectivités","T3Z","Agents de gardiennage et de sécurité"
"T3Z","Etat, collectivités, hôpitaux publics",25.63911,11.8083025933756,"Agents de gardiennage et de sécurité","T","Services aux particuliers et aux collectivités","T3Z","Agents de gardiennage et de sécurité"
"T3Z","Non Renseigné",0.76891,0.354127812824722,"Agents de gardiennage et de sécurité","T","Services aux particuliers et aux collectivités","T3Z","Agents de gardiennage et de sécurité"
"T3Z","Particuliers",3.0634,1.41087401881528,"Agents de gardiennage et de sécurité","T","Services aux particuliers et aux collectivités","T3Z","Agents de gardiennage et de sécurité"
"T3Z","Taille inconnue, hors particulier, Etat",12.01002,5.53131330660438,"Agents de gardiennage et de sécurité","T","Services aux particuliers et aux collectivités","T3Z","Agents de gardiennage et de sécurité"
"G1Z80","Etablissements de moins de 10 salariés",3.66855,17.131717458703,"Agents de maîtrise en entretien","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z80","Etablissements de 10 à 50 salariés",2.7433,12.8109036279893,"Agents de maîtrise en entretien","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z80","Etablissements de 50 à 500 salariés",6.51058,30.4036791245268,"Agents de maîtrise en entretien","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z80","Etablissements de plus de 500 salariés",1.21641,5.6804984078017,"Agents de maîtrise en entretien","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z80","Etat, collectivités, hôpitaux publics",7.0928,33.1225812899071,"Agents de maîtrise en entretien","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z80","Non Renseigné",0.18215,0.850620091072155,"Agents de maîtrise en entretien","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z80","Particuliers",0,0,"Agents de maîtrise en entretien","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"G1Z80","Taille inconnue, hors particulier, Etat",0,0,"Agents de maîtrise en entretien","G","Maintenance","G1Z","Techniciens et agents de maîtrise de la maintenance"
"E2Z80","Etablissements de moins de 10 salariés",5.72277,7.16664285203525,"Agents de maîtrise et assimilés des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z80","Etablissements de 10 à 50 salariés",15.74807,19.7213575416889,"Agents de maîtrise et assimilés des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z80","Etablissements de 50 à 500 salariés",44.81435,56.1211513124074,"Agents de maîtrise et assimilés des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z80","Etablissements de plus de 500 salariés",12.13153,15.1923531364621,"Agents de maîtrise et assimilés des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z80","Etat, collectivités, hôpitaux publics",1.23942,1.55212956027755,"Agents de maîtrise et assimilés des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z80","Non Renseigné",0,0,"Agents de maîtrise et assimilés des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z80","Particuliers",0,0,"Agents de maîtrise et assimilés des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"E2Z80","Taille inconnue, hors particulier, Etat",0.19673,0.24636559712882,"Agents de maîtrise et assimilés des industries de process","E","Industries de process","E2Z","Techniciens et agents de maîtrise des industries de process"
"C2Z80","Etablissements de moins de 10 salariés",1.31656,12.9306246881666,"Agents de maîtrise et assimilés en fabrication de matériel électrique, électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z80","Etablissements de 10 à 50 salariés",2.00079,19.6508055613393,"Agents de maîtrise et assimilés en fabrication de matériel électrique, électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z80","Etablissements de 50 à 500 salariés",4.48708,44.0699606746208,"Agents de maîtrise et assimilés en fabrication de matériel électrique, électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z80","Etablissements de plus de 500 salariés",2.0394,20.0300145751405,"Agents de maîtrise et assimilés en fabrication de matériel électrique, électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z80","Etat, collectivités, hôpitaux publics",0,0,"Agents de maîtrise et assimilés en fabrication de matériel électrique, électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z80","Non Renseigné",0,0,"Agents de maîtrise et assimilés en fabrication de matériel électrique, électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z80","Particuliers",NA,NA,"Agents de maîtrise et assimilés en fabrication de matériel électrique, électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"C2Z80","Taille inconnue, hors particulier, Etat",0.33789,3.31859450073269,"Agents de maîtrise et assimilés en fabrication de matériel électrique, électronique","C","Électricité, électronique","C2Z","Techniciens et agents de maîtrise de l'électricité et de l'électronique"
"D6Z80","Etablissements de moins de 10 salariés",5.69406,7.96230154235455,"Agents de maîtrise et assimilés en fabrication mécanique","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z80","Etablissements de 10 à 50 salariés",17.20402,24.0572798636998,"Agents de maîtrise et assimilés en fabrication mécanique","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z80","Etablissements de 50 à 500 salariés",27.55126,38.5263660712763,"Agents de maîtrise et assimilés en fabrication mécanique","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z80","Etablissements de plus de 500 salariés",12.38781,17.3225218331727,"Agents de maîtrise et assimilés en fabrication mécanique","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z80","Etat, collectivités, hôpitaux publics",7.96576,11.1389383206405,"Agents de maîtrise et assimilés en fabrication mécanique","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z80","Non Renseigné",0,0,"Agents de maîtrise et assimilés en fabrication mécanique","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z80","Particuliers",0,0,"Agents de maîtrise et assimilés en fabrication mécanique","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"D6Z80","Taille inconnue, hors particulier, Etat",0.70983,0.992592368856235,"Agents de maîtrise et assimilés en fabrication mécanique","D","Mécanique, travail des métaux","D6Z","Techniciens et agents de maîtrise des industries mécaniques"
"P4Z61","Etablissements de moins de 10 salariés",NA,NA,"Agents de polices municipales","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z61","Etablissements de 10 à 50 salariés",0,0,"Agents de polices municipales","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z61","Etablissements de 50 à 500 salariés",0.2203,0.866389930527562,"Agents de polices municipales","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z61","Etablissements de plus de 500 salariés",NA,NA,"Agents de polices municipales","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z61","Etat, collectivités, hôpitaux publics",25.20705,99.1336100694724,"Agents de polices municipales","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z61","Non Renseigné",NA,NA,"Agents de polices municipales","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z61","Particuliers",NA,NA,"Agents de polices municipales","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z61","Taille inconnue, hors particulier, Etat",0,0,"Agents de polices municipales","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"T4Z61","Etablissements de moins de 10 salariés",10.46687,3.32029750641196,"Agents de services hospitaliers","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z61","Etablissements de 10 à 50 salariés",48.42018,15.3598356446596,"Agents de services hospitaliers","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z61","Etablissements de 50 à 500 salariés",106.13862,33.669262665917,"Agents de services hospitaliers","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z61","Etablissements de plus de 500 salariés",11.44442,3.63039563769601,"Agents de services hospitaliers","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z61","Etat, collectivités, hôpitaux publics",134.25641,42.5887799640983,"Agents de services hospitaliers","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z61","Non Renseigné",0.29483,0.0935258882374042,"Agents de services hospitaliers","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z61","Particuliers",0.6564,0.208223020177838,"Agents de services hospitaliers","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"T4Z61","Taille inconnue, hors particulier, Etat",3.56119,1.12967967280182,"Agents de services hospitaliers","T","Services aux particuliers et aux collectivités","T4Z","Agents d'entretien"
"P4Z60","Etablissements de moins de 10 salariés",0.71725,0.263778796664115,"Agents de sécurité et de l'ordre public","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z60","Etablissements de 10 à 50 salariés",1.89764,0.69788385598005,"Agents de sécurité et de l'ordre public","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z60","Etablissements de 50 à 500 salariés",2.06057,0.757803659870582,"Agents de sécurité et de l'ordre public","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z60","Etablissements de plus de 500 salariés",2.05296,0.755004975112668,"Agents de sécurité et de l'ordre public","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z60","Etat, collectivités, hôpitaux publics",264.94466,97.4371329346574,"Agents de sécurité et de l'ordre public","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z60","Non Renseigné",0,0,"Agents de sécurité et de l'ordre public","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z60","Particuliers",0.12292,0.0452055624760586,"Agents de sécurité et de l'ordre public","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"P4Z60","Taille inconnue, hors particulier, Etat",0.11744,0.0431902152390849,"Agents de sécurité et de l'ordre public","P","Administration publique, professions juridiques, armée et police","P4Z","Armée, police, pompiers"
"T3Z61","Etablissements de moins de 10 salariés",18.55729,10.9227305846451,"Agents de sécurité et de surveillance","T","Services aux particuliers et aux collectivités","T3Z","Agents de gardiennage et de sécurité"
"T3Z61","Etablissements de 10 à 50 salariés",29.81571,17.5493818073602,"Agents de sécurité et de surveillance","T","Services aux particuliers et aux collectivités","T3Z","Agents de gardiennage et de sécurité"
"T3Z61","Etablissements de 50 à 500 salariés",62.2964,36.6673578735518,"Agents de sécurité et de surveillance","T","Services aux particuliers et aux collectivités","T3Z","Agents de gardiennage et de sécurité"
"T3Z61","Etablissements de plus de 500 salariés",22.90615,13.4824484168468,"Agents de sécurité et de surveillance","T","Services aux particuliers et aux collectivités","T3Z","Agents de gardiennage et de sécurité"
"T3Z61","Etat, collectivités, hôpitaux publics",24.2283,14.2606594725823,"Agents de sécurité et de surveillance","T","Services aux particuliers et aux collectivités","T3Z","Agents de gardiennage et de sécurité"
"T3Z61","Non Renseigné",0.54111,0.318494712679346,"Agents de sécurité et de surveillance","T","Services aux particuliers et aux collectivités","T3Z","Agents de gardiennage et de sécurité"
"T3Z61","Particuliers",1.26603,0.745179096844324,"Agents de sécurité et de surveillance","T","Services aux particuliers et aux collectivités","T3Z","Agents de gardiennage et de sécurité"
"T3Z61","Taille inconnue, hors particulier, Etat",10.28508,6.05374803549017,"Agents de sécurité et de surveillance","T","Services aux particuliers et aux collectivités","T3Z","Agents de gardiennage et de sécurité"
"P0Z60","Etablissements de moins de 10 salariés",0.06832,0.28704314470218,"Agents des impôts et des douanes","P","Administration publique, professions juridiques, armée et police","P0Z","Employés administratifs de la fonction publique (catégorie C et assimilés)"
"P0Z60","Etablissements de 10 à 50 salariés",0.88597,3.72235970304143,"Agents des impôts et des douanes","P","Administration publique, professions juridiques, armée et police","P0Z","Employés administratifs de la fonction publique (catégorie C et assimilés)"
"P0Z60","Etablissements de 50 à 500 salariés",0.26935,1.13166087566646,"Agents des impôts et des douanes","P","Administration publique, professions juridiques, armée et police","P0Z","Employés administratifs de la fonction publique (catégorie C et assimilés)"
"P0Z60","Etablissements de plus de 500 salariés",0.82392,3.46165965724561,"Agents des impôts et des douanes","P","Administration publique, professions juridiques, armée et police","P0Z","Employés administratifs de la fonction publique (catégorie C et assimilés)"
"P0Z60","Etat, collectivités, hôpitaux publics",21.75374,91.3972766193443,"Agents des impôts et des douanes","P","Administration publique, professions juridiques, armée et police","P0Z","Employés administratifs de la fonction publique (catégorie C et assimilés)"
"P0Z60","Non Renseigné",0,0,"Agents des impôts et des douanes","P","Administration publique, professions juridiques, armée et police","P0Z","Employés administratifs de la fonction publique (catégorie C et assimilés)"
"P0Z60","Particuliers",NA,NA,"Agents des impôts et des douanes","P","Administration publique, professions juridiques, armée et police","P0Z","Employés administratifs de la fonction publique (catégorie C et assimilés)"
"P0Z60","Taille inconnue, hors particulier, Etat",0,0,"Agents des impôts et des douanes","P","Administration publique, professions juridiques, armée et police","P0Z","Employés administratifs de la fonction publique (catégorie C et assimilés)"
"J5Z60","Etablissements de moins de 10 salariés",4.17822,13.6383176725076,"Agents et hôtesses d'accompagnement","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z60","Etablissements de 10 à 50 salariés",2.23447,7.29363501435734,"Agents et hôtesses d'accompagnement","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z60","Etablissements de 50 à 500 salariés",6.82776,22.2868015259227,"Agents et hôtesses d'accompagnement","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z60","Etablissements de plus de 500 salariés",12.0999,39.4958331551654,"Agents et hôtesses d'accompagnement","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z60","Etat, collectivités, hôpitaux publics",3.24583,10.5948611253011,"Agents et hôtesses d'accompagnement","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
"J5Z60","Non Renseigné",0.77803,2.53960306033218,"Agents et hôtesses d'accompagnement","J","Transports, logistique et tourisme","J5Z","Agents administratifs et commerciaux des transports et du tourisme"
